,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainTomorrow
857,2014-02-02,Brisbane,21.0,30.0,0.0,9.0,9.2,E,28.0,ESE,E,9.0,15.0,57.0,49.0,1014.3,1012.1,5.0,2.0,26.8,28.4,Yes
858,2015-05-25,Brisbane,12.7,23.5,0.0,4.6,9.3,SSE,20.0,SW,ESE,4.0,11.0,69.0,49.0,1030.9,1027.6,1.0,7.0,18.3,22.2,No
859,2015-08-03,Brisbane,10.6,26.7,0.0,3.6,9.8,WSW,26.0,WSW,ENE,6.0,9.0,71.0,54.0,1019.5,1014.3,2.0,1.0,18.6,25.1,No
860,2011-12-17,Brisbane,17.3,27.1,0.0,6.6,10.9,ENE,35.0,SE,ESE,11.0,19.0,52.0,50.0,1019.8,1017.6,5.0,4.0,24.2,24.9,No
861,2012-07-23,Brisbane,10.9,21.5,0.0,3.6,8.2,S,22.0,SW,SSW,6.0,7.0,68.0,48.0,1022.7,1019.7,1.0,2.0,15.5,21.3,No
862,2013-01-11,Brisbane,25.8,33.4,0.0,9.8,11.4,NE,30.0,NE,NNE,9.0,13.0,66.0,48.0,1012.1,1009.9,5.0,3.0,29.7,31.9,No
863,2010-12-30,Brisbane,19.4,30.4,0.0,4.4,11.4,E,30.0,SSE,E,7.0,15.0,58.0,57.0,1015.5,1013.2,6.0,3.0,26.7,29.1,No
864,2012-02-08,Brisbane,21.9,30.6,0.0,8.0,,WSW,33.0,SSE,ENE,4.0,11.0,69.0,62.0,1006.9,1004.8,5.0,4.0,27.5,28.5,Yes
865,2014-04-18,Brisbane,16.6,28.4,0.0,4.0,10.0,W,20.0,WSW,W,6.0,7.0,69.0,39.0,1017.4,1013.0,1.0,1.0,21.9,27.8,No
866,2015-09-17,Brisbane,16.4,19.9,10.2,6.6,0.2,E,28.0,,ENE,0.0,9.0,91.0,86.0,1017.3,1013.5,8.0,7.0,18.0,19.0,Yes
867,2009-05-04,Brisbane,14.9,24.9,0.0,3.2,9.0,E,31.0,SW,ESE,9.0,17.0,66.0,55.0,1025.6,1023.6,2.0,3.0,19.3,22.5,No
868,2015-06-23,Brisbane,12.2,20.6,0.0,2.2,2.4,W,15.0,W,S,6.0,2.0,83.0,64.0,1027.7,1025.1,7.0,7.0,14.7,20.1,No
869,2016-12-12,Brisbane,18.2,28.1,0.0,6.8,12.4,E,28.0,ESE,E,11.0,13.0,48.0,51.0,1022.4,1021.0,2.0,7.0,25.6,26.6,No
870,2016-10-17,Brisbane,17.3,28.3,0.0,9.0,7.5,W,59.0,NNW,NNE,9.0,13.0,49.0,54.0,1015.1,1009.0,6.0,7.0,25.1,26.1,Yes
871,2016-04-27,Brisbane,17.5,27.1,0.0,5.4,5.3,ESE,31.0,SE,ESE,9.0,9.0,57.0,64.0,1024.2,1021.3,3.0,7.0,24.2,24.3,Yes
872,2012-11-07,Brisbane,15.7,28.0,0.0,6.8,8.2,E,22.0,NE,NE,4.0,11.0,65.0,53.0,1017.8,1014.4,6.0,6.0,22.6,26.0,No
873,2017-02-16,Brisbane,21.1,31.7,0.0,9.4,9.5,ENE,26.0,NE,ENE,4.0,13.0,58.0,50.0,1015.5,1012.5,7.0,1.0,26.8,29.9,No
874,2011-05-11,Brisbane,10.3,21.5,0.0,3.4,10.2,WNW,35.0,W,WNW,4.0,13.0,49.0,32.0,1014.7,1010.9,0.0,0.0,18.0,21.2,No
875,2010-10-02,Brisbane,14.8,21.1,3.4,3.8,2.5,SE,26.0,SSE,ESE,6.0,7.0,73.0,79.0,1026.3,1022.4,7.0,8.0,19.6,19.3,Yes
876,2014-04-23,Brisbane,16.6,28.2,0.0,4.8,9.4,NNE,17.0,WSW,NE,4.0,6.0,70.0,46.0,1020.0,1015.5,6.0,5.0,21.8,26.7,No
877,2010-11-03,Brisbane,14.9,26.0,0.0,9.2,10.7,ESE,31.0,SSE,E,7.0,15.0,50.0,55.0,1018.1,1015.3,3.0,3.0,23.1,24.4,Yes
878,2010-10-24,Brisbane,15.9,27.1,0.0,5.4,10.1,NNE,30.0,NNE,NE,7.0,9.0,58.0,51.0,1018.2,1014.1,2.0,3.0,24.5,25.6,Yes
879,2014-12-06,Cairns,24.7,32.1,0.0,7.8,7.4,SSE,43.0,N,N,22.0,20.0,56.0,72.0,1008.3,1004.0,5.0,6.0,30.0,29.2,Yes
880,2016-03-21,Cairns,26.1,31.5,0.0,6.3,7.0,SE,33.0,WNW,NNE,9.0,15.0,78.0,76.0,1009.1,1005.1,7.0,,28.7,30.9,No
881,2012-08-04,Cairns,15.4,25.5,0.0,5.6,10.8,ESE,31.0,SE,ESE,17.0,19.0,61.0,45.0,1019.5,1015.6,4.0,1.0,20.7,24.2,No
882,2017-04-11,Cairns,19.5,31.5,0.0,,,ESE,43.0,SSE,ESE,17.0,30.0,66.0,61.0,1011.7,1008.9,,2.0,27.6,30.1,No
883,2014-05-07,Cairns,16.8,28.5,0.0,6.2,11.1,SE,33.0,S,ESE,17.0,20.0,54.0,49.0,1017.3,1013.5,1.0,1.0,24.1,27.3,No
884,2017-01-12,Cairns,25.3,30.7,32.0,,,S,31.0,N,N,15.0,17.0,85.0,72.0,1009.2,1006.8,8.0,3.0,28.6,29.9,No
885,2009-12-04,Cairns,24.5,32.9,0.0,8.6,10.5,SE,54.0,SE,ESE,24.0,33.0,61.0,55.0,1014.3,1011.4,3.0,5.0,29.1,31.8,No
886,2013-03-13,Cairns,22.7,27.7,5.4,4.2,0.5,SSE,48.0,S,SSE,17.0,15.0,85.0,86.0,1007.1,1004.3,7.0,7.0,24.9,25.7,Yes
887,2014-05-05,Cairns,14.6,27.6,0.0,7.4,10.7,SSE,35.0,SE,SE,17.0,24.0,57.0,45.0,1018.8,1016.7,1.0,1.0,22.2,26.3,No
888,2010-09-17,Cairns,21.4,31.5,0.0,6.4,9.5,ESE,35.0,S,E,15.0,20.0,63.0,51.0,1016.8,1013.1,3.0,1.0,26.4,29.8,Yes
889,2013-03-10,Cairns,23.4,30.4,4.2,5.4,5.7,SE,52.0,SSE,SSE,28.0,26.0,72.0,68.0,1010.4,1007.7,5.0,6.0,27.2,28.3,No
890,2014-01-24,Cairns,23.9,32.0,55.8,4.8,8.4,SSW,41.0,S,SE,13.0,20.0,76.0,60.0,1009.7,1006.2,6.0,5.0,28.4,31.3,No
891,2012-05-17,Cairns,18.1,29.2,0.0,7.6,9.1,SSE,39.0,S,SSE,20.0,28.0,71.0,60.0,1014.9,1012.1,4.0,7.0,23.8,27.5,Yes
892,2015-03-16,Cairns,20.1,33.4,0.0,7.6,11.3,SE,48.0,WSW,ESE,6.0,28.0,63.0,40.0,1011.0,1007.2,2.0,3.0,26.6,33.0,No
893,2013-09-16,Cairns,18.3,28.4,0.0,8.0,11.2,NE,33.0,SE,NE,15.0,17.0,61.0,56.0,1015.0,1010.2,2.0,1.0,25.0,27.0,No
894,2009-05-29,Cairns,18.7,28.1,0.0,5.0,9.0,SE,39.0,S,ESE,19.0,26.0,69.0,57.0,1017.0,1014.5,7.0,6.0,23.6,26.3,No
895,2017-04-24,Cairns,23.1,29.7,0.2,,,SE,43.0,SSE,SE,20.0,22.0,75.0,66.0,1016.0,1013.6,,6.0,26.3,27.9,No
896,2015-09-01,Cairns,20.4,28.1,0.0,6.4,9.1,N,31.0,ESE,NNE,7.0,17.0,71.0,66.0,1017.6,1013.6,7.0,2.0,25.0,26.6,No
897,2012-09-28,Cairns,20.7,28.2,10.8,8.2,3.1,ESE,35.0,SSE,ESE,9.0,19.0,77.0,59.0,1017.8,1013.7,6.0,7.0,24.5,25.9,No
898,2011-10-13,Cairns,20.6,30.5,0.0,6.8,8.2,NE,35.0,SSE,NNE,13.0,17.0,62.0,70.0,1014.7,1011.7,3.0,4.0,28.4,28.3,No
899,2015-08-28,Cairns,19.7,28.5,0.0,6.8,10.8,ESE,39.0,SSE,ESE,19.0,28.0,66.0,43.0,1019.2,1015.6,1.0,1.0,24.6,27.3,No
900,2010-08-11,Cairns,22.6,27.2,1.6,0.8,2.1,SSE,31.0,SE,SE,13.0,19.0,86.0,74.0,1015.7,1013.4,6.0,8.0,25.3,23.2,No
901,2009-01-27,Cairns,25.1,31.5,0.0,6.2,3.0,ESE,37.0,SSE,ESE,15.0,22.0,73.0,62.0,1010.2,1006.2,7.0,7.0,28.1,30.4,No
902,2016-10-07,Cairns,22.2,29.2,0.0,8.8,,SE,54.0,ESE,SE,37.0,41.0,48.0,47.0,1020.1,1017.0,4.0,,27.1,27.8,No
903,2016-04-24,Cairns,23.2,29.5,0.8,,2.5,SE,56.0,SSE,SE,24.0,41.0,75.0,55.0,1014.7,1012.9,7.0,7.0,26.3,28.7,Yes
904,2010-11-11,Cairns,22.8,32.2,0.0,7.4,10.5,NE,31.0,SE,E,15.0,22.0,63.0,55.0,1013.1,1009.0,5.0,3.0,29.6,30.9,No
905,2013-08-15,Cairns,14.4,27.6,0.0,5.6,11.0,SSE,30.0,SE,NE,19.0,17.0,61.0,58.0,1017.0,1013.9,1.0,1.0,22.7,26.1,No
906,2012-04-03,Cairns,17.5,30.6,0.0,4.0,11.3,NNE,24.0,S,N,4.0,11.0,57.0,50.0,1016.1,1012.4,1.0,1.0,25.7,29.0,No
907,2010-04-28,Cairns,23.1,28.1,1.0,5.0,0.9,SSE,33.0,S,SSE,17.0,20.0,87.0,73.0,1017.8,1016.4,7.0,8.0,25.1,27.0,Yes
908,2015-10-27,Cairns,20.6,30.5,0.0,9.4,11.4,ENE,37.0,SSE,ENE,19.0,24.0,57.0,52.0,1019.0,1015.2,3.0,1.0,27.7,29.3,No
909,2015-02-22,Cairns,25.8,36.5,0.0,6.4,7.2,SE,33.0,NE,NE,6.0,17.0,61.0,63.0,1010.5,1007.4,5.0,5.0,31.8,33.0,No
910,2016-11-01,Cairns,20.6,30.3,0.0,8.0,,NE,30.0,S,N,6.0,15.0,58.0,58.0,1012.2,1008.4,1.0,,28.5,28.6,No
911,2009-02-24,Cairns,23.9,30.6,41.6,3.4,2.8,NNE,33.0,S,NNE,20.0,9.0,83.0,70.0,1011.1,1007.9,7.0,7.0,25.2,29.2,Yes
912,2012-10-20,Cairns,19.9,30.3,0.2,6.8,11.5,SE,48.0,SE,SE,28.0,35.0,47.0,42.0,1016.2,1012.9,4.0,1.0,26.8,28.7,No
913,2011-06-29,Cairns,19.6,25.7,58.4,3.6,4.0,SSE,44.0,S,SSE,19.0,24.0,88.0,73.0,1017.6,1015.1,6.0,6.0,21.3,24.3,Yes
914,2013-08-19,Cairns,16.8,27.8,0.0,7.6,11.1,ENE,31.0,SE,NE,19.0,17.0,64.0,60.0,1017.8,1013.0,1.0,1.0,23.8,26.4,No
915,2010-09-02,Cairns,21.5,28.9,0.0,4.2,10.7,ESE,35.0,S,E,20.0,24.0,63.0,54.0,1019.0,1015.2,1.0,1.0,25.4,28.0,No
916,2010-08-18,Cairns,22.8,30.0,0.0,6.8,4.8,SSE,37.0,SE,SE,22.0,17.0,72.0,70.0,1018.2,1014.5,7.0,7.0,24.8,26.9,Yes
917,2013-07-04,Cairns,19.5,24.9,0.4,5.2,2.7,S,33.0,S,SSE,15.0,19.0,94.0,72.0,1016.5,1012.8,8.0,6.0,20.0,24.3,No
918,2008-12-01,Cairns,25.2,32.3,0.4,4.0,6.4,NE,31.0,E,ENE,7.0,13.0,62.0,66.0,1011.3,1008.1,5.0,7.0,31.2,30.7,Yes
919,2012-03-24,Cairns,24.0,31.7,5.6,5.4,7.3,S,30.0,SE,SE,15.0,19.0,75.0,65.0,1008.4,1006.1,3.0,7.0,28.7,30.2,No
920,2013-06-05,Cairns,20.0,27.8,1.2,6.0,8.3,SE,50.0,SE,SE,24.0,35.0,74.0,55.0,1018.9,1016.0,5.0,3.0,23.7,26.6,Yes
921,2015-10-14,Cairns,16.3,28.9,0.0,8.0,11.5,ESE,37.0,SSE,ESE,17.0,26.0,57.0,35.0,1020.0,1016.2,1.0,1.0,25.3,28.0,No
922,2014-08-31,Cairns,16.5,27.5,0.0,7.4,11.1,SE,43.0,SSE,SE,17.0,33.0,55.0,31.0,1017.7,1013.7,1.0,1.0,23.0,26.5,No
923,2012-09-06,Cairns,18.1,29.1,0.0,4.0,10.0,SE,43.0,SSE,E,15.0,24.0,60.0,42.0,1017.2,1013.6,5.0,2.0,24.4,27.4,No
924,2014-09-06,Cairns,15.2,28.2,0.0,7.6,10.4,ENE,41.0,SSE,E,15.0,30.0,55.0,47.0,1019.1,1016.0,2.0,6.0,23.8,26.1,No
925,2012-09-24,Cairns,18.1,29.1,0.0,5.4,9.9,NE,33.0,S,NE,9.0,17.0,64.0,63.0,1014.6,1011.2,2.0,1.0,25.2,27.0,No
926,2013-03-02,Cairns,25.1,31.1,0.0,4.0,1.9,N,30.0,W,NNE,7.0,11.0,85.0,76.0,1003.7,1000.4,8.0,7.0,27.2,30.1,No
927,2011-09-20,Cairns,18.1,27.9,0.0,7.2,6.1,ENE,33.0,SSE,ENE,15.0,20.0,66.0,61.0,1017.1,1012.7,5.0,6.0,25.1,26.5,No
928,2011-10-17,Cairns,23.2,32.6,0.0,6.0,10.7,SE,39.0,SSE,ESE,17.0,20.0,61.0,49.0,1016.0,1013.8,2.0,1.0,29.0,31.8,Yes
929,2017-01-09,Cairns,25.5,31.7,0.0,,,SSE,33.0,SSE,NE,11.0,19.0,87.0,72.0,1007.7,1004.4,8.0,,26.6,31.2,Yes
930,2013-08-25,Cairns,16.6,28.0,0.0,6.4,11.0,SE,43.0,S,ESE,17.0,31.0,51.0,38.0,1021.2,1018.3,3.0,1.0,23.2,26.8,No
931,2013-10-23,Cairns,22.1,30.5,29.4,3.2,11.4,SSW,43.0,ESE,ENE,15.0,26.0,69.0,62.0,1014.7,1011.1,2.0,1.0,27.5,28.6,No
932,2013-05-29,Cairns,19.7,27.2,3.8,4.0,6.7,SE,50.0,SSE,SSE,17.0,24.0,76.0,68.0,1017.9,1015.8,2.0,6.0,24.1,24.7,Yes
933,2011-11-04,Cairns,20.1,29.8,0.0,7.0,8.5,E,31.0,SSE,E,15.0,24.0,64.0,55.0,1012.1,1009.9,7.0,8.0,26.4,28.5,No
934,2010-01-22,Cairns,23.3,27.5,27.8,7.6,0.1,SSE,46.0,S,SSE,19.0,26.0,91.0,96.0,1006.7,1005.1,8.0,8.0,25.0,25.6,Yes
935,2016-07-10,Cairns,17.9,28.6,0.0,,,ESE,35.0,SE,ESE,17.0,24.0,71.0,51.0,1018.6,1014.8,8.0,,22.3,27.4,No
936,2009-06-16,Cairns,17.7,27.8,0.0,0.6,9.3,SSE,35.0,S,ESE,19.0,15.0,62.0,45.0,1015.9,1013.5,3.0,4.0,23.1,26.9,No
937,2012-04-13,Cairns,21.9,28.4,53.4,6.4,5.3,SE,52.0,SSE,SSE,20.0,28.0,87.0,74.0,1017.1,1014.9,5.0,7.0,24.3,26.3,Yes
938,2017-01-25,Cairns,25.1,34.1,0.0,,,ESE,35.0,SSE,E,13.0,24.0,71.0,60.0,1012.1,1009.0,,3.0,30.3,32.2,No
939,2010-10-14,Cairns,22.6,27.4,26.2,7.6,2.0,SSW,33.0,SW,ENE,9.0,19.0,88.0,83.0,1011.3,1007.2,7.0,6.0,24.5,26.8,Yes
940,2010-08-14,Cairns,11.2,26.3,0.0,5.6,11.2,SE,26.0,SE,NE,19.0,17.0,55.0,51.0,1017.7,1014.6,1.0,1.0,19.7,24.7,No
941,2014-01-08,Cairns,24.4,34.1,0.4,9.4,9.6,ESE,43.0,SSE,ENE,13.0,24.0,71.0,59.0,1009.2,1007.6,5.0,5.0,29.0,32.7,No
942,2014-03-16,Cairns,19.1,29.9,0.0,7.0,11.7,ENE,30.0,SW,ENE,6.0,20.0,64.0,59.0,1015.0,1011.4,1.0,1.0,26.6,28.8,No
943,2012-02-21,Cairns,24.3,29.9,0.0,4.6,1.8,ENE,41.0,SSE,NW,11.0,6.0,73.0,83.0,1010.9,1008.6,5.0,7.0,28.4,26.2,Yes
944,2011-01-17,Cairns,24.5,30.2,3.2,3.6,0.4,S,28.0,E,NNW,4.0,13.0,88.0,87.0,1007.2,1004.3,7.0,7.0,26.1,27.5,Yes
945,2012-02-18,Cairns,24.5,32.6,0.0,9.0,9.5,E,52.0,SSE,SE,20.0,30.0,67.0,55.0,1012.4,1009.5,4.0,5.0,29.9,31.3,No
946,2015-12-04,Cairns,24.8,32.1,0.2,7.4,11.3,SE,52.0,SE,ESE,28.0,30.0,59.0,53.0,1015.2,1012.6,3.0,3.0,29.8,31.7,No
947,2011-03-10,Cairns,23.0,27.6,46.2,4.6,0.1,SE,20.0,SSE,SE,7.0,13.0,86.0,84.0,1010.0,1006.7,7.0,7.0,25.9,26.4,No
948,2010-11-24,Cairns,22.8,29.0,15.2,3.8,5.5,SE,44.0,SSE,SSE,20.0,17.0,85.0,83.0,1012.5,1010.4,7.0,7.0,25.4,26.5,Yes
949,2009-08-17,Cairns,18.4,27.8,0.0,8.0,11.0,ESE,39.0,SSE,ESE,15.0,28.0,58.0,42.0,1019.5,1016.2,3.0,1.0,23.8,26.7,No
950,2009-09-07,Cairns,17.7,29.4,0.0,6.8,10.6,N,31.0,NNE,NNE,4.0,17.0,65.0,55.0,1015.0,1011.1,2.0,1.0,26.0,27.8,No
951,2011-03-19,Cairns,23.6,30.8,0.0,5.8,8.4,NNE,24.0,SE,NNE,11.0,13.0,74.0,73.0,1011.5,1007.2,2.0,4.0,28.9,29.9,No
952,2016-10-08,Cairns,21.9,29.1,0.0,,,SE,56.0,SE,ESE,28.0,33.0,54.0,51.0,1019.6,1016.0,8.0,,26.7,28.2,No
953,2010-03-26,Cairns,23.2,28.3,115.8,6.2,0.2,SE,54.0,SSE,ESE,19.0,28.0,96.0,93.0,1014.1,1011.7,8.0,8.0,23.7,24.1,Yes
954,2013-05-06,Cairns,20.1,27.2,0.2,3.8,1.8,SSE,41.0,S,SE,24.0,19.0,79.0,57.0,1016.1,1012.3,8.0,6.0,22.6,26.6,No
955,2008-12-26,Cairns,23.4,33.9,0.0,9.4,10.2,SSE,41.0,SSE,SE,19.0,26.0,61.0,47.0,1009.9,1006.6,7.0,8.0,29.4,32.2,Yes
956,2012-01-26,Cairns,24.4,30.8,25.8,2.0,2.3,NNE,30.0,NW,N,7.0,15.0,73.0,73.0,1007.0,1003.7,7.0,7.0,28.3,29.3,Yes
957,2013-04-16,Cairns,21.6,29.2,0.2,6.8,2.7,S,41.0,S,NNE,9.0,13.0,85.0,73.0,1012.6,1009.1,8.0,6.0,24.1,27.3,No
958,2017-05-14,Cairns,20.4,28.6,0.0,,,SSE,33.0,S,ESE,15.0,19.0,73.0,62.0,1015.7,1012.7,,2.0,24.8,28.0,No
959,2013-07-08,Cairns,22.3,27.6,0.2,7.0,8.8,SE,63.0,SE,SE,39.0,48.0,68.0,57.0,1020.5,1018.3,5.0,3.0,25.3,25.7,Yes
960,2013-12-20,Cairns,23.1,30.7,11.4,9.0,8.4,SSE,48.0,S,SE,19.0,35.0,83.0,54.0,1014.0,1011.6,7.0,3.0,25.6,29.0,No
961,2015-11-30,Cairns,22.3,31.0,0.0,4.0,9.9,ENE,30.0,E,NE,9.0,17.0,72.0,63.0,1012.9,1010.4,6.0,3.0,27.7,29.9,No
962,2011-10-05,Cairns,21.4,26.2,0.0,8.4,0.0,NE,26.0,S,ESE,13.0,17.0,63.0,57.0,1019.1,1014.4,7.0,7.0,24.0,24.6,No
963,2013-05-10,Cairns,21.6,28.0,15.4,2.2,7.9,SE,54.0,SSE,SE,20.0,35.0,93.0,66.0,1017.1,1014.3,5.0,2.0,22.2,26.6,Yes
964,2013-04-07,Cairns,22.0,30.0,4.2,4.2,7.3,SE,48.0,S,SE,17.0,37.0,80.0,70.0,1013.2,1010.2,7.0,6.0,25.0,27.9,No
965,2009-05-19,Cairns,18.0,27.9,0.0,6.2,8.4,SE,30.0,S,NE,13.0,20.0,58.0,60.0,1013.0,1009.4,2.0,2.0,24.8,26.8,No
966,2016-01-23,Cairns,21.6,30.4,0.0,8.1,12.1,N,28.0,SE,NE,11.0,15.0,65.0,61.0,1012.7,1008.2,1.0,6.0,28.2,29.5,No
967,2015-05-15,Cairns,19.9,26.0,0.0,10.0,9.5,SSE,56.0,SSE,SSE,24.0,33.0,42.0,45.0,1020.3,1017.2,4.0,1.0,21.9,24.7,No
968,2009-03-30,Cairns,20.5,31.3,0.0,8.8,11.3,SSE,35.0,SSE,ESE,17.0,20.0,65.0,47.0,1013.4,1009.7,1.0,2.0,26.5,30.5,No
969,2013-09-20,Cairns,17.2,28.3,0.0,4.0,10.7,NNE,26.0,SE,NNE,17.0,15.0,56.0,66.0,1014.2,1010.3,0.0,1.0,25.5,27.4,No
970,2014-09-16,Cairns,18.5,29.7,0.0,9.2,10.9,SE,41.0,SSE,ESE,20.0,28.0,57.0,45.0,1017.4,1012.9,1.0,1.0,25.3,28.2,No
971,2010-11-02,Cairns,22.2,31.3,0.0,7.4,10.5,ESE,31.0,SSE,E,15.0,22.0,59.0,54.0,1013.0,1010.1,4.0,5.0,28.4,29.7,No
972,2016-07-16,Cairns,17.2,24.6,0.2,,,S,28.0,SE,NE,7.0,13.0,81.0,68.0,1014.4,1011.2,7.0,7.0,20.0,23.9,No
973,2009-10-05,Cairns,18.0,33.9,0.0,5.4,10.6,ENE,33.0,SSE,E,17.0,15.0,26.0,18.0,1015.0,1011.3,2.0,0.0,29.8,32.7,No
974,2009-11-11,Cairns,21.8,28.6,6.8,6.6,3.6,SSW,39.0,SE,SE,20.0,22.0,77.0,64.0,1014.3,1011.8,6.0,5.0,25.3,27.2,Yes
975,2015-05-17,Cairns,21.2,28.6,12.4,2.6,6.5,SE,50.0,SSE,SE,28.0,37.0,73.0,64.0,1018.3,1016.0,3.0,7.0,24.6,26.7,No
976,2015-09-08,Cairns,18.9,29.4,0.0,8.0,10.5,ENE,37.0,SSE,ESE,17.0,28.0,61.0,43.0,1019.4,1015.6,1.0,1.0,25.0,28.1,No
977,2011-11-11,Cairns,23.2,31.4,0.0,6.8,9.8,SE,39.0,SSE,SE,17.0,31.0,69.0,51.0,1015.3,1012.1,3.0,2.0,28.2,30.6,No
978,2016-08-20,Cairns,18.4,26.9,0.2,,,ESE,46.0,SSE,SE,22.0,28.0,72.0,61.0,1017.0,1013.5,6.0,6.0,22.6,26.0,No
979,2010-08-13,Cairns,11.9,25.6,0.0,5.8,11.1,SSE,39.0,SSE,E,22.0,19.0,47.0,35.0,1016.9,1012.7,1.0,1.0,20.1,24.4,No
980,2015-04-25,Cairns,19.3,29.0,0.0,4.0,8.7,ENE,22.0,SE,NNE,15.0,15.0,76.0,65.0,1012.2,1009.7,6.0,1.0,24.6,27.8,No
981,2010-03-31,Cairns,24.3,28.3,2.6,5.4,0.1,S,31.0,S,E,13.0,13.0,89.0,85.0,1012.8,1010.1,8.0,8.0,24.8,25.2,Yes
982,2015-05-22,Cairns,20.2,30.7,0.0,5.2,10.6,SSE,33.0,SSE,ESE,13.0,19.0,71.0,53.0,1017.6,1014.0,2.0,2.0,24.6,29.0,No
983,2012-02-06,Cairns,25.1,34.3,0.0,4.6,8.1,NNE,37.0,E,ENE,7.0,11.0,59.0,62.0,1002.6,1000.2,1.0,5.0,31.9,30.2,No
984,2010-09-10,Cairns,23.1,29.4,0.2,4.8,9.5,ENE,30.0,SSE,NE,11.0,20.0,71.0,65.0,1016.0,1012.3,2.0,1.0,27.0,27.9,No
985,2013-04-01,Cairns,20.4,29.7,0.0,5.8,9.9,ENE,31.0,SE,NE,15.0,19.0,71.0,62.0,1013.7,1010.9,2.0,2.0,26.5,28.9,No
986,2011-03-24,Cairns,25.0,31.6,1.4,4.6,10.8,NE,24.0,SE,NE,9.0,13.0,72.0,70.0,1009.6,1006.5,4.0,4.0,29.6,30.6,Yes
987,2012-02-17,Cairns,23.2,31.9,46.6,8.2,10.3,SE,44.0,SSE,SE,19.0,35.0,74.0,54.0,1012.1,1008.9,4.0,7.0,28.2,31.4,No
988,2010-10-02,Cairns,22.5,27.0,18.8,6.8,0.7,SSE,48.0,SSE,SE,22.0,33.0,85.0,92.0,1016.5,1013.9,7.0,8.0,25.2,23.6,Yes
989,2012-09-18,Cairns,19.9,28.3,0.4,6.2,10.2,NNE,26.0,SSE,NNE,9.0,15.0,70.0,63.0,1016.6,1012.5,1.0,1.0,25.1,26.6,No
990,2014-08-21,Cairns,16.6,26.5,0.0,5.4,7.1,ESE,31.0,SSE,SSE,15.0,17.0,60.0,47.0,1017.8,1014.6,1.0,3.0,23.5,25.3,No
991,2015-12-09,Cairns,23.1,32.0,0.0,8.2,9.5,E,44.0,SE,E,22.0,24.0,63.0,55.0,1017.0,1013.9,5.0,3.0,28.0,31.2,No
992,2015-12-13,Cairns,24.2,31.1,2.8,7.2,2.1,E,44.0,SSE,ESE,9.0,13.0,81.0,68.0,1011.6,1009.5,8.0,8.0,27.7,28.0,Yes
993,2016-04-26,Cairns,22.0,26.9,6.0,4.4,0.9,SE,50.0,SSE,SSE,26.0,17.0,89.0,87.0,1015.9,1013.5,7.0,8.0,23.6,23.1,Yes
994,2015-06-19,Cairns,19.8,28.5,0.0,3.8,9.0,E,30.0,S,ESE,15.0,15.0,72.0,59.0,1015.5,1012.3,2.0,3.0,24.3,27.2,No
995,2013-05-28,Canberra,1.8,17.8,0.0,1.4,,WNW,17.0,,W,0.0,11.0,84.0,46.0,1033.0,1029.2,7.0,1.0,9.6,17.4,No
996,2011-03-03,Canberra,9.6,24.7,0.0,,11.0,NW,54.0,N,WNW,15.0,22.0,81.0,27.0,1010.6,1008.3,,,14.6,23.9,No
997,2009-08-01,Canberra,-2.4,13.7,0.0,2.4,,,,,,,,83.0,46.0,,,,,4.9,12.8,No
998,2014-08-17,Canberra,6.6,10.8,4.8,,,S,39.0,SSE,SSE,17.0,11.0,95.0,94.0,1013.3,1010.0,8.0,8.0,8.9,9.9,Yes
999,2009-02-27,Canberra,15.4,29.5,0.0,7.6,8.9,NNW,31.0,ENE,NW,7.0,11.0,59.0,27.0,1017.7,1012.7,6.0,7.0,17.2,27.6,No
1000,2009-03-24,Canberra,11.6,31.9,0.0,6.2,10.6,NNW,46.0,SSW,NW,4.0,31.0,63.0,18.0,1017.8,1015.0,4.0,2.0,17.3,31.3,No
1001,2015-11-15,Canberra,10.7,21.1,1.2,,,ESE,41.0,S,E,20.0,22.0,59.0,39.0,1018.5,1016.7,,5.0,14.1,19.6,No
1002,2014-12-03,Canberra,13.5,31.8,0.0,,,WSW,70.0,SSW,SW,9.0,9.0,78.0,93.0,1013.3,1014.3,,8.0,20.3,18.2,Yes
1003,2011-09-19,Canberra,4.1,27.1,0.0,6.6,10.1,NW,54.0,SE,NW,6.0,26.0,70.0,21.0,1019.6,1011.8,0.0,1.0,13.8,26.6,No
1004,2011-03-30,Canberra,8.6,26.0,0.0,8.0,8.1,WNW,61.0,,NW,0.0,22.0,87.0,44.0,1020.2,1015.8,,3.0,15.0,24.2,No
1005,2010-10-16,Canberra,3.3,11.3,18.4,2.4,,WNW,63.0,WNW,WNW,24.0,37.0,80.0,47.0,998.4,1003.8,6.0,4.0,4.7,10.6,No
1006,2011-05-23,Canberra,7.7,14.0,10.4,1.6,2.2,NW,57.0,NNW,NNW,26.0,28.0,93.0,92.0,1004.9,1001.6,8.0,8.0,11.4,11.4,No
1007,2009-08-20,Canberra,3.3,17.9,0.0,2.4,,,,,,,,64.0,36.0,,,,,10.8,17.5,No
1008,2009-09-01,Canberra,5.3,15.3,0.4,3.2,,,,,,,,46.0,37.0,,,,,10.2,15.1,No
